ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,REG_LIM_AD
"149067740144000029","149","067","740144","00","0029",SM,SMT,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",278.00,190.00,RUA PAST AGENOR CALDEIRA,"293",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"192186795437000015","192","186","795437","00","0015",IT,IPA,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"4","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",3187.00,3257.00,R CORNELIO DE ARZAO,"111",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"144202175633000068","144","202","175633","00","0068",IQ,ITQ,"2",S,S,ZEUP,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"14","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",10677.00,17249.00,RUA SABBADO DANGELO,"1980",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"115233089923000199","115","233","089923","00","0199",GU,GUA,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",262.00,179.00,RUA IDEAL,"70",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"233026359289000017","233","026","359289","00","0017",IQ,PQC,"1",S,S,ZM,"0","0",,"0","0",S,ZEIS-2,"0","0",,"0","0",QA,"9","0",,"0","0",MA,"3","0",L,"16050","0",,"0","0",,"0","0",,"0","0",,"0","0",180.00,295.00,RUA MARIA MARGARIDA,"20",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"194014722022000061","194","014","722022","00","0061",SM,IGU,"1",S,S,ZEU,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"14","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",150.00,125.00,RUA MINAS DE SANTA FE,"366",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"151143707449000096","151","143","707449","00","0096",SM,SRA,"1",S,S,ZMA,"0","0",,"0","0",S,QA,"10","0",,"0","0",MA,"4","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",230.00,125.00,RUA HIRAN LEITE DE ABREU,"75",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"059272096326000077","059","272","096326","00","0077",PE,PEN,"1",S,S,ZC,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",961.00,575.00,RUA ITINGUCU,"1021",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"059227059714000090","059","227","059714","00","0090",PE,PEN,"1",S,S,ZC,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"8","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",635.00,290.00,RUA DOIS DE JANEIRO,"59",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"110331000590000043","110","331","000590","00","0043",EM,PRA,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",100.00,186.00,RUA FRANCISCO DE SOUSA QUEIROZ,"221",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"111255626937000077","111","255","626937","00","0077",EM,ERM,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"8","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",0.00,167.00,RUA IPIXUNA,"118",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"111255626937000076","111","255","626937","00","0076",EM,ERM,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"8","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",130.00,167.00,RUA IPIXUNA,"122",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"194014722022000060","194","014","722022","00","0060",SM,IGU,"1",S,S,ZEU,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"14","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",190.00,125.00,RUA MINAS DE SANTA FE,"366",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"140418106658000022","140","418","106658","00","0022",MP,VJA,"1",S,S,"99","0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",0.00,4566.00,RUA DR JORGE ASSUNCAO,"25",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"116541160091000141","116","541","160091","00","0141",AR,CAR,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",540.00,750.00,RUA PEDRO VOSS 420 E 428,"420",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"140418106658000021","140","418","106658","00","0021",MP,VJA,"1",S,S,"99","0","0",,"0","0",S,QA,"9","0",,"0","0",MA,"3","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",208.00,128.00,RUA DR JORGE ASSUNCAO,"34",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"111335177113000096","111","335","177113","00","0096",EM,ERM,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"8","0",L,"16050","2014",PI,"3","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",91.00,46.00,RUA SAMPEI SATO,"143",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"146155095800000151","146","155","095800","00","0151",PE,VMT,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",229.00,111.00,AVENIDA ITAQUERA,"2435",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"146155095800000150","146","155","095800","00","0150",PE,VMT,"2",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",1172.00,2863.00,AVENIDA ITAQUERA,"2433",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"111363219690000110","111","363","219690","00","0110",EM,ERM,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2","0",,"0","0",MA,"8","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",179.00,381.00,RUA JOAO ANTONIO ANDRADE,"520",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"061095179507000314","061","095","179507","00","0314",PE,PEN,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",300.00,236.00,RUA SEBASTIAO MARIANO,"101",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"113098199923000100","113","098","199923","00","0100",PE,VMT,"2",S,S,ZC,"0","0",,"0","0",S,QA,"6","0",,"0","0",MA,"2","0",L,"16050","2014",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",,"0","0",168.00,142.00,AVENIDA PROFESSOR XAVIER DE LIMA,"445",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"114093163740040000","114","093","163740","04","0000",IQ,ITQ,E,S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,600.00,RUA BAIXADA SANTISTA,"863",R,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,LESTE 2
"100058170704010000","100","058","170704","01","0000",VP,VPR,E,S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,248.00,RUA DIDELIS PAPINI 177/ RUA RIBEIRO MARCONDES 114,"114",D,0.00,0.00,"0",U,,,,SAO PAULO,SAO PAULO,LESTE 2
